;company_id;IM_NUMIDENT;IAN_FULL_NAME;IA_FULL;IA_PHONE_CODE;IA_PHONE;IND_OBL;FIO;ST_NAME;IM
2384;403;" Центр обслуговування клієнтів Приватного акціонерного товариства ""Страхова компанія ""Статус"" в м. Бровари "; ; 07403 КИЇВСЬКА ОБЛАСТЬ, БРОВАРСЬКИЙ РАЙОН БРОВАРИ, Чкалова, буд.3-А ; 045 ; 9462972 ; КИЇВСЬКА ОБЛАСТЬ ; Проскура Андрій Михайлович ; Виключена з реєстру ; Детально 
2385;403;" Центр обслуговування клієнтів Приватного акціонерного товариства ""Страхова компанія ""Статус"" в м. Києві "; ; 04071 КИЇВ, КИЇВ 71, Костянтинівська, буд.22/17, оф.23 ; 044 ; 3791637 ; КИЇВ ; Симоненко Алла  Вікторівна ; Виключена з реєстру ; Детально 
2386;403;" Київська регіональна дирекція Приватного акціонерного товариства ""Страхова компанія ""Статус"" "; ; 01034 КИЇВ, КИЇВ 34, Олеся Гончара, буд.41А ; 044 ; 4929972 ; КИЇВ ; Савиченко  Олена  Борисівна ; Виключена з реєстру ; Детально 
2387;406; ВП № 7 ; ; 87500 ДОНЕЦЬКА ОБЛАСТЬ, МАРІУПОЛЬ, МІСТО МАРІУПОЛЬ, пр-т Перемоги, буд.22, оф.16 ; - ; - ; ДОНЕЦЬКА ОБЛАСТЬ ; Чурсіна Тетяна Володимирівна ; Виключена з реєстру ; Детально 
2388;406; ВП № 2 ; ; 79035 ЛЬВІВСЬКА ОБЛАСТЬ, ЛЬВІВ, МІСТО ЛЬВІВ, Пасічна, буд.135 ; - ; - ; ЛЬВІВСЬКА ОБЛАСТЬ ; Клімов Віктор Петрович ; Виключена з реєстру ; Детально 
2389;406; ВП № 3 ; ; 65012 ОДЕСЬКА ОБЛАСТЬ, ОДЕСА, МІСТО ОДЕСА, Лейтенанта Шмідта, буд.17, оф.1 ; - ; - ; ОДЕСЬКА ОБЛАСТЬ ; Коробкова Вікторія Володимирівна ; Виключена з реєстру ; Детально 
2390;406; ВП № 1 ; ; 54030 МИКОЛАЇВСЬКА ОБЛАСТЬ, МИКОЛАЇВ, МІСТО МИКОЛАЇВ, вул. Спаська, буд.14 ; - ; - ; МИКОЛАЇВСЬКА ОБЛАСТЬ ; Волчан Ніна Олександрівна ; Виключена з реєстру ; Детально 
2391;406; ВП № 5 ; ; 21050 ВІННИЦЬКА ОБЛАСТЬ, ВІННИЦЯ, МІСТО ВІННИЦЯ, Театральна, буд.20 ; 8-0432 ; 32-79-42 ; ВІННИЦЬКА ОБЛАСТЬ ; Мірошніченко Тетяна Миколаївна ; Виключена з реєстру ; Детально 
2392;406; ВП № 4 ; ; 18002 ЧЕРКАСЬКА ОБЛАСТЬ, ЧЕРКАСИ, МІСТО ЧЕРКАСИ, Дашкевича, буд.34, оф.2 ; 8-047-2 ; 30-40-04 ; ЧЕРКАСЬКА ОБЛАСТЬ ; Крот Сергій Васильович ; Виключена з реєстру ; Детально 
2393;406; ВП № 6 ; ; 09112 КИЇВСЬКА ОБЛАСТЬ, БІЛОЦЕРКІВСЬКИЙ РАЙОН БІЛА ЦЕРКВА, Олеся Гончара, буд.8 ; - ; - ; КИЇВСЬКА ОБЛАСТЬ ; Ткачук Микола Борисович ; Виключена з реєстру ; Детально 
2394;407;" ПРЕДСТАВНИЦТВО ПРИВАТНОГО АКЦІОНЕРНОГО ТОВАРИСТВА ""СТРАХОВА КОМПАНІЯ ""СКІФІЯ"" У М. ДНІПРО "; 42103587 ; 49000 ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ, ДНІПРО, МІСТО ДНІПРО, Мечникова, буд.10-Б, оф.(кв.)401 ; 056 ; 745-37-77 ; ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ ; Лаврущенко Юлія Борисівна ; Включена до реєстру ; Детально 
2395;419;" Севастопольська міська дирекція Відкритого акціонерного товариства Національної акціонерної страхової компанії ""Оранта"" "; ; 99003 СЕВАСТОПОЛЬ, МІСТО, СЕВАСТОПОЛЬ, Комуністична, буд.15 б ; 069 ; 254-32-54 ; СЕВАСТОПОЛЬ, МІСТО ; Ощипок  Олег  Стефанович ; Включена до реєстру ; Детально 
2396;419; ВП № 436 ; 25139182 ; 98635 АВТОНОМНА РЕСПУБЛІКА КРИМ, ЯЛТА, вул.Таврическая/Володарского, буд.4/1 ; 654 ; 1-70-06 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Лебедєва Юлія Михайлівна ; Виключена з реєстру ; Детально 
2397;419;" Ялтинське відділення Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 98600 АВТОНОМНА РЕСПУБЛІКА КРИМ, ЯЛТА, Київська, буд.60, оф.9 ; 0654 ; 23-07-46 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Лебєдєва Юлія Михайлівна ; Включена до реєстру ; Детально 
2398;419;" Алуштинське відділення Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 98500 АВТОНОМНА РЕСПУБЛІКА КРИМ, АЛУШТА, Леніна, буд.22 ; 0652 ; 52-10-40 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Матиско Ганна Михайлівна ; Включена до реєстру ; Детально 
2399;419;" Бахчисарайське відділення Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 98400 АВТОНОМНА РЕСПУБЛІКА КРИМ, БАХЧИСАРАЙСЬКИЙ РАЙОН БАХЧИСАРАЙ, пров. Музикальний, буд.  7 ; 0652 ; 52-10-40 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Хрипко Юрій Пилипович ; Включена до реєстру ; Детально 
2400;419; ВП № 168 ; 246989503 ; 98300 АВТОНОМНА РЕСПУБЛІКА КРИМ, КЕРЧ КЕРЧ, вул.Свердлова, буд.21 ; 06561 ; 2-82-03 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Виноградова Марина Миколаївна, ; Виключена з реєстру ; Детально 
2401;419;" Керченське міське відділення Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 98300 АВТОНОМНА РЕСПУБЛІКА КРИМ, КЕРЧ КЕРЧ, Свердлова, буд.21 ; 06561 ; 6-00-27 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Віноградова Марина Миколаївна ; Включена до реєстру ; Детально 
2402;419;" Феодосійське відділення Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 98100 АВТОНОМНА РЕСПУБЛІКА КРИМ, ФЕОДОСІЯ ФЕОДОСІЯ, Кочмарського, буд. 10 ; 065 ; 252-10-40 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Самсонова  Олександра  Олександрівна ; Включена до реєстру ; Детально 
2403;419;" Старокримський територіальний відділ продажу Феодосіївського відділення Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 98100 АВТОНОМНА РЕСПУБЛІКА КРИМ, ФЕОДОСІЯ ФЕОДОСІЯ, Кочмарського, буд.10 ; 0652 ; 52-10-40 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Макарова Юлія Миколаївна ; Виключена з реєстру ; Детально 
2404;419;" Судакське відділення Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 98000 АВТОНОМНА РЕСПУБЛІКА КРИМ, СУДАК СУДАК, Поштова, буд.7 ; 0652 ; 52-10-40 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Петров Вадим Вікторович ; Включена до реєстру ; Детально 
2405;419;" Білогорське відділення Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 97600 АВТОНОМНА РЕСПУБЛІКА КРИМ, БІЛОГІРСЬКИЙ РАЙОН БІЛОГІРСЬК, Нижньогорська, буд.53-А ; 06559 ; 51642 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Чепурний Володимир Григорович ; Включена до реєстру ; Детально 
2406;419;" Євпаторійське відділення Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 97412 АВТОНОМНА РЕСПУБЛІКА КРИМ, ЄВПАТОРІЯ ЄВПАТОРІЯ, Інтернаціональна, буд.85, оф.оф.2 ; 06569 ; 2-77-17 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Коржов Максим  Миколайович ; Включена до реєстру ; Детально 
2407;419;" Красногвардійське відділення Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 97000 АВТОНОМНА РЕСПУБЛІКА КРИМ, КРАСНОГВАРДІЙСЬКИЙ РАЙОН КРАСНОГВАРДІЙСЬКЕ, Тельмана, буд.17 ; 06556 ; 2-05-58 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Нікітіна Людмила  Василівна ; Включена до реєстру ; Детально 
2408;419;" Сакський територіальний відділ продажу Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 96500 АВТОНОМНА РЕСПУБЛІКА КРИМ, САКСЬКИЙ РАЙОН САКИ, Леніна, буд.9 ; 0652 ; 52-10-40 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Коржов Максим Миколайович ; Виключена з реєстру ; Детально 
2409;419;" Джанкойське відділення Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 96100 АВТОНОМНА РЕСПУБЛІКА КРИМ, ДЖАНКОЙСЬКИЙ РАЙОН ДЖАНКОЙ, Леніна, буд.4 ; 06564 ; 3-21-48 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Буря Олена Валеріївна ; Включена до реєстру ; Детально 
2410;419;" Красноперекопське відділення Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 96000 АВТОНОМНА РЕСПУБЛІКА КРИМ, КРАСНОПЕРЕКОПСЬКИЙ РАЙОН КРАСНОПЕРЕКОПСЬК, Калініна, буд.4/4 ; 06565 ; 4-29-36 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Бугайова Інна Миколаївна ; Включена до реєстру ; Детально 
2411;419;" Сімферопольське відділення №3 Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 95040 АВТОНОМНА РЕСПУБЛІКА КРИМ, СІМФЕРОПОЛЬ СІМФЕРОПОЛЬ, Південна, буд.5 ; 0652 ; 52-10-40 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Соколов Максим Анатолійович ; Включена до реєстру ; Детально 
2412;419;" Сімферопольське відділення № 2 Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 95017 АВТОНОМНА РЕСПУБЛІКА КРИМ, СІМФЕРОПОЛЬ СІМФЕРОПОЛЬ, Воровського, буд.7 ; 0652 ; 25-52-72 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Попова   Вікторія Геннадіївна ; Включена до реєстру ; Детально 
2413;419;" Кримська республіканська дирекція Відкритого акціонерного товариства Національної акціонерної страхової компанії ""Оранта"" "; ; 95006 АВТОНОМНА РЕСПУБЛІКА КРИМ, СІМФЕРОПОЛЬ СІМФЕРОПОЛЬ, Рози Люксембург, буд.17 ; 0652 ; 52-10-40 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Жуненко   Олександр Миколайович ; Включена до реєстру ; Детально 
2414;419;" Сімферопольське відділення № 1 Кримської республіканської дирекції Відкритого акціонерного товариства Національна акціонерна страхова компанія ""Оранта"" "; ; 95001 АВТОНОМНА РЕСПУБЛІКА КРИМ, СІМФЕРОПОЛЬ СІМФЕРОПОЛЬ, Петропавлівська, буд.3, оф.311 ; 0652 ; 52-10-40 ; АВТОНОМНА РЕСПУБЛІКА КРИМ ; Куліченко  Лідія  Дмитрівна ; Включена до реєстру ; Детально 
2415;419; Свердловське районне відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 94800 ЛУГАНСЬКА ОБЛАСТЬ, СВЕРДЛОВСЬКИЙ РАЙОН СВЕРДЛОВСЬК, Енгельса, буд.37 ; 06434 ; 2-61-37 ; ЛУГАНСЬКА ОБЛАСТЬ ; Коломойцев Микола Степанович ; Включена до реєстру ; Детально 
2416;419; Ровеньківське районне відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 94700 ЛУГАНСЬКА ОБЛАСТЬ, РОВЕНЬКИ, МІСТО РОВЕНЬКИ, Леніна, буд.17 ; 06433 ; 9-35-64 ; ЛУГАНСЬКА ОБЛАСТЬ ; Глущенко  Володимир  Степанович ; Включена до реєстру ; Детально 
2417;419; Антрацитівське районне відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 94613 ЛУГАНСЬКА ОБЛАСТЬ, АНТРАЦИТІВСЬКИЙ РАЙОН АНТРАЦИТ, Петровського, буд.25 ; 06431 ; 3-11-31 ; ЛУГАНСЬКА ОБЛАСТЬ ; Попов  Анатолій  Іванович ; Включена до реєстру ; Детально 
2418;419; Краснолуцький територіальний відділ продажу Краснолуцького міського відділення  Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 94513 ЛУГАНСЬКА ОБЛАСТЬ, КРАСНИЙ ЛУЧ, МІСТО КРАСНИЙ ЛУЧ, Шевченка, буд. 42 ; 06432 ; 2-35-50 ; ЛУГАНСЬКА ОБЛАСТЬ ; Гопченко Олексій Павлович ; Виключена з реєстру ; Детально 
2419;419; Краснолуцьке міське відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 94513 ЛУГАНСЬКА ОБЛАСТЬ, КРАСНИЙ ЛУЧ, МІСТО КРАСНИЙ ЛУЧ, Шевченко, буд.42 ; 06432 ; 2-35-50 ; ЛУГАНСЬКА ОБЛАСТЬ ; Гопченко Олексій Павлович ; Включена до реєстру ; Детально 
2420;419; Краснодонське районне відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 94400 ЛУГАНСЬКА ОБЛАСТЬ, КРАСНОДОНСЬКИЙ РАЙОН КРАСНОДОН, П. Котова, буд.2, оф.4 ; 06435 ; 6-04-84 ; ЛУГАНСЬКА ОБЛАСТЬ ; Черкашина  Вікторія Вікторівна ; Включена до реєстру ; Детально 
2421;419; Перевальське міське відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 94300 ЛУГАНСЬКА ОБЛАСТЬ, ПЕРЕВАЛЬСЬКИЙ РАЙОН ПЕРЕВАЛЬСЬК, Леніна, буд.39/38 ; 06441 ; 4-23-01 ; ЛУГАНСЬКА ОБЛАСТЬ ; Белецька  Світлана  Анатоліївнаа ; Включена до реєстру ; Детально 
2422;419; Алчевське міське відділення  Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 94200 ЛУГАНСЬКА ОБЛАСТЬ, АЛЧЕВСЬК, МІСТО АЛЧЕВСЬК, Леніна, буд.3 ; 06442 ; 2-52-17 ; ЛУГАНСЬКА ОБЛАСТЬ ; Романенко Олена Петрівна ; Включена до реєстру ; Детально 
2423;419; Брянківське міське відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 94100 ЛУГАНСЬКА ОБЛАСТЬ, БРЯНКА, МІСТО БРЯНКА, Донбасівська, буд.6 ; 06443 ; 5-12-96 ; ЛУГАНСЬКА ОБЛАСТЬ ; Корольова Людмила Дмитрівна ; Включена до реєстру ; Детально 
2424;419; Стаханівське міське відділення -2 Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 94005 ЛУГАНСЬКА ОБЛАСТЬ, СТАХАНОВ, МІСТО СТАХАНОВ, 395-ї Шахтарської дивізії, буд.5 ; 06444 ; 9-47-34 ; ЛУГАНСЬКА ОБЛАСТЬ ; Бондар Юлія Сергіївна ; Виключена з реєстру ; Детально 
2425;419; Стаханівське міське відділення -1 Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 94000 ЛУГАНСЬКА ОБЛАСТЬ, СТАХАНОВ, МІСТО СТАХАНОВ, проспект Леніна, буд.2/29 б ; 06444 ; 4-17-31 ; ЛУГАНСЬКА ОБЛАСТЬ ; Горська Олена Олексіївна ; Включена до реєстру ; Детально 
2426;419; Слов'яносербське районне відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 93700 ЛУГАНСЬКА ОБЛАСТЬ, СЛОВ'ЯНОСЕРБСЬКИЙ РАЙОН СЛОВ'ЯНОСЕРБСЬК, Кірова, буд.59 ; 06473 ; 9-38-80 ; ЛУГАНСЬКА ОБЛАСТЬ ; Медведєва Ірина Василівна ; Включена до реєстру ; Детально 
2427;419; Станично-Луганське районне відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 93600 ЛУГАНСЬКА ОБЛАСТЬ, СТАНИЧНО-ЛУГАНСЬКИЙ РАЙОН СТАНИЧНО-ЛУГАНСЬКЕ, Леніна, буд.37 ; 06472 ; 2-14-46 ; ЛУГАНСЬКА ОБЛАСТЬ ; Колеснікова Тетяна Анатоліївна ; Включена до реєстру ; Детально 
2428;419; Сєвєродонецьке міське відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 93406 ЛУГАНСЬКА ОБЛАСТЬ, СЄВЕРОДОНЕЦЬК, МІСТО СЄВЕРОДОНЕЦЬК, проспект Радянський, буд.47 а ; 0645 ; 70-29-47 ; ЛУГАНСЬКА ОБЛАСТЬ ; Мілевська Ганна Іванівна ; Включена до реєстру ; Детально 
2429;419; Попаснянське районне відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 93301 ЛУГАНСЬКА ОБЛАСТЬ, ПОПАСНЯНСЬКИЙ РАЙОН ПОПАСНА, Мічуріна, буд.1 ; 06474 ; 2-11-96 ; ЛУГАНСЬКА ОБЛАСТЬ ; Бондарева Тетяна Миколаївна ; Включена до реєстру ; Детально 
2430;419; Первомайське міське відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 93200 ЛУГАНСЬКА ОБЛАСТЬ, ПЕРВОМАЙСЬК, МІСТО ПЕРВОМАЙСЬК, Київська, буд.12 ; 06455 ; 4-40-14 ; ЛУГАНСЬКА ОБЛАСТЬ ; Рибалко Нонна Іванівна ; Включена до реєстру ; Детально 
2431;419; Лисичанське міське відділення - 1  Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 93120 ЛУГАНСЬКА ОБЛАСТЬ, ЛИСИЧАНСЬК, МІСТО ЛИСИЧАНСЬК, Свердлова, буд.364, оф.103 ; 06451 ; 4-45-79 ; ЛУГАНСЬКА ОБЛАСТЬ ; Єрохіна Алла Михайлівна ; Включена до реєстру ; Детально 
2432;419;" Рубіжанське міське відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії ""Оранта"" "; ; 93011 ЛУГАНСЬКА ОБЛАСТЬ, РУБІЖНЕ, МІСТО РУБІЖНЕ, Леніна, буд. 23 ; 06453 ; 7-61-06 ; ЛУГАНСЬКА ОБЛАСТЬ ; Кривиженко Наталія Володимирівна ; Виключена з реєстру ; Детально 
2433;419; Біловодське районне відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 92800 ЛУГАНСЬКА ОБЛАСТЬ, БІЛОВОДСЬКИЙ РАЙОН БІЛОВОДСЬК, Леніна, буд.132 ; 06466 ; 9-21-06 ; ЛУГАНСЬКА ОБЛАСТЬ ; Литвиненко Світлана  Володимирівна ; Включена до реєстру ; Детально 
2434;419; Старобільське районне відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 92700 ЛУГАНСЬКА ОБЛАСТЬ, СТАРОБІЛЬСЬКИЙ РАЙОН СТАРОБІЛЬСЬК, Леніна, буд.46 ; 06461 ; 2-39-32 ; ЛУГАНСЬКА ОБЛАСТЬ ; Луганська Олена Євгенівна ; Включена до реєстру ; Детально 
2435;419; Сватівське районне відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 92600 ЛУГАНСЬКА ОБЛАСТЬ, СВАТІВСЬКИЙ РАЙОН СВАТОВЕ, Дзержинського, буд.8/24 ; 06471 ; 3-17-75 ; ЛУГАНСЬКА ОБЛАСТЬ ; Дуравкіна Катерина Георгіївна ; Включена до реєстру ; Детально 
2436;419; Марківське районне відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 92400 ЛУГАНСЬКА ОБЛАСТЬ, МАРКІВСЬКИЙ РАЙОН МАРКІВКА, Леніна, буд.4/4 ; 06464 ; 9-25-38 ; ЛУГАНСЬКА ОБЛАСТЬ ; Крупка Олексій Миколайович ; Включена до реєстру ; Детально 
2437;419; Новопсковське районне відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 92300 ЛУГАНСЬКА ОБЛАСТЬ, НОВОПСКОВСЬКИЙ РАЙОН НОВОПСКОВ, Леніна, буд.53 ; 06463 ; 2-24-20 ; ЛУГАНСЬКА ОБЛАСТЬ ; Синча Надія Романівна ; Включена до реєстру ; Детально 
2438;419; Білокуракинське районне відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 92200 ЛУГАНСЬКА ОБЛАСТЬ, БІЛОКУРАКИНСЬКИЙ РАЙОН БІЛОКУРАКИНЕ, Чапаєва, буд.66 ; 06462 ; 2-13-48 ; ЛУГАНСЬКА ОБЛАСТЬ ; Черкаська  Світлана  Володимирівна ; Включена до реєстру ; Детально 
2439;419; Лутугінське районне відділення Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 92000 ЛУГАНСЬКА ОБЛАСТЬ, ЛУТУГИНСЬКИЙ РАЙОН ЛУТУГИНЕ, провулок Спортивний, буд.2 а ; 06436 ; 2-39-55 ; ЛУГАНСЬКА ОБЛАСТЬ ; Стафеняк Олександра Іванівна ; Включена до реєстру ; Детально 
2440;419;" Луганська обласна дирекція Відкритого акціонерного товариства Національної акціонерної страхової компанії ""Оранта"" "; ; 91016 ЛУГАНСЬКА ОБЛАСТЬ, ЛУГАНСЬК, МІСТО ЛУГАНСЬК, Марини Раскової, буд.3-д ; 0642 ; 34-72-09 ; ЛУГАНСЬКА ОБЛАСТЬ ; Талан Наталія Олексіївна, ; Включена до реєстру ; Детально 
2441;419;" Луганське міське відділення   Луганської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії ""Оранта"" "; ; 91000 ЛУГАНСЬКА ОБЛАСТЬ, ЛУГАНСЬК, МІСТО ЛУГАНСЬК, 1-ша  Слов`янська, буд.2 а ; 0642 ; 50-52-76 ; ЛУГАНСЬКА ОБЛАСТЬ ; Єненко  Василь  Іванович ; Включена до реєстру ; Детально 
2442;419; Великобичківське відділення Закарпатської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 90615 ЗАКАРПАТСЬКА ОБЛАСТЬ, РАХІВСЬКИЙ РАЙОН ВЕЛИКИЙ БИЧКІВ, Інтернаціональна, буд.6 а ; 03132 ; 3-39-76 ; ЗАКАРПАТСЬКА ОБЛАСТЬ ; Шмуляк Ганна Василівна ; Включена до реєстру ; Детально 
2443;419; ВП № 74 ; 22113495 ; 90615 ЗАКАРПАТСЬКА ОБЛАСТЬ, РАХІВСЬКИЙ РАЙОН ВЕЛИКИЙ БИЧКІВ, Інтернаціональна, буд.6а ; 031-32 ; 3-34-60 ; ЗАКАРПАТСЬКА ОБЛАСТЬ ; Шмуляк Марія Василівна, ; Виключена з реєстру ; Детально 
2444;419; Рахівське районне відділення Закарпатської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 90600 ЗАКАРПАТСЬКА ОБЛАСТЬ, РАХІВСЬКИЙ РАЙОН РАХІВ, Миру, буд.30 ; 03132 ; 2-21-34 ; ЗАКАРПАТСЬКА ОБЛАСТЬ ; Петришин Богдан Васильович ; Включена до реєстру ; Детально 
2445;419; ВП № 314 ; 02307122 ; 90600 ЗАКАРПАТСЬКА ОБЛАСТЬ, РАХІВСЬКИЙ РАЙОН РАХІВ, Миру, буд.30 ; 031-32 ; 2-27-82 ; ЗАКАРПАТСЬКА ОБЛАСТЬ ; Діміч Василь Васильович, ; Виключена з реєстру ; Детально 
2446;419; Тячівське районне відділення Закарпатської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 90500 ЗАКАРПАТСЬКА ОБЛАСТЬ, ТЯЧІВСЬКИЙ РАЙОН ТЯЧІВ, Шевченка, буд.1 ; 03134 ; 2-25-24 ; ЗАКАРПАТСЬКА ОБЛАСТЬ ; Шмуляк Ганна Василівна ; Включена до реєстру ; Детально 
2447;419; Хустське районне відділення Закарпатської обласної дирекції Відкритого акціонерного товариства Національної акціонерної страхової компанії «Оранта» ; ; 90400 ЗАКАРПАТСЬКА ОБЛАСТЬ, ХУСТСЬКИЙ РАЙОН ХУСТ, Б.Хмельницького, буд.1 ; 03142 ; 5-16-77 ; ЗАКАРПАТСЬКА ОБЛАСТЬ ; Шевера Неля Юріївна ; Включена до реєстру ; Детально 
2448;419; ВП № 403 ; 02307145 ; 90400 ЗАКАРПАТСЬКА ОБЛАСТЬ, ХУСТСЬКИЙ РАЙОН ХУСТ, 900-річчя Хуста, буд., 27 ; 031-42 ; 2-37-30 ; ЗАКАРПАТСЬКА ОБЛАСТЬ ; Костішина Марія Василівна, ; Виключена з реєстру ; Детально 
2449;419; ВП № 80 ; 02307240 ; 90300 ЗАКАРПАТСЬКА ОБЛАСТЬ, ВИНОГРАДІВСЬКИЙ РАЙОН ВИНОГРАДІВ, Миру, буд.58 ; 031-43 ; 2-22-47 ; ЗАКАРПАТСЬКА ОБЛАСТЬ ; Доробан Василь Васильович, ; Виключена з реєстру ; Детально 
2450;419; Виноградівське районне відділення Закарпатської обласної дирекції Відкритого акціонерного товариства  Національної акціонерної страхової компанії «Оранта» ; ; 90300 ЗАКАРПАТСЬКА ОБЛАСТЬ, ВИНОГРАДІВСЬКИЙ РАЙОН ВИНОГРАДІВ, Корятовича, буд.6 а ; 03143 ; 2-22-47 ; ЗАКАРПАТСЬКА ОБЛАСТЬ ; Доробан Василь Васильович ; Включена до реєстру ; Детально 
2451;419; Берегівське районне відділення Закарпатської обласної дирекції Відкритого акціонерного товариства  Національної акціонерної страхової компанії «Оранта» ; ; 90200 ЗАКАРПАТСЬКА ОБЛАСТЬ, БЕРЕГІВСЬКИЙ РАЙОН БЕРЕГОВО, Б.Хмельницького, буд.30 ; 03141 ; 2-43-00 ; ЗАКАРПАТСЬКА ОБЛАСТЬ ; Носенко Олена  Анатоліївна ; Включена до реєстру ; Детально 
